tauStart_ns: 0
tauEnd_ns: 100
tauStart_bin: 0
tauEnd_bin: 607
 
fit_A, fit_gamma, fit_gamma_err, fit_bg
3.337139502836110605e+00, 4.984086307498319240e-02, 2.226428911040775338e-01, 1.946201916791755193e-01
2.304088741613251834e+00, 1.045803423658254294e+00, 1.632898510784996704e+00, 4.501275358183745579e-03
3.637218490474601662e+00, 5.991608058383077889e-02, 1.051472138514510657e-01, 3.242061610686942652e-01
1.317240154378930495e+00, 4.412212220342320856e-01, 4.326946523501091768e+00, 1.703168406726998999e-02
1.457848479274908682e+00, 5.346376339721494592e-02, 8.853574663172726622e-02, 1.299616375757167361e-02
1.837086252215370585e+00, 8.859061335304259099e-01, 8.003850590585549485e-01, 1.196584328179359571e-02
1.860951021146959761e+00, 5.261070146707106515e-02, 1.430159850673212718e-01, 4.724052454611372270e-02
2.679013943303478751e+00, 2.072376678372391534e-01, 4.965353043922621779e-01, 1.043542593146501579e-01
2.244960471714311012e+00, 5.558212697705958161e-02, 6.260192114502945160e-02, 1.596203697268021582e-01
2.034629124780819254e+00, 5.111988976161500053e-01, 1.357536549256683767e+00, 1.257298112324811874e-02
2.107858181133991593e+00, 4.239138105848220817e-01, 6.396993861406568005e-01, 7.171692765483204945e-02
1.791362967860447464e+00, 5.676245840255036978e-02, 1.140941154252706619e-02, 1.406013642555801746e-01
7.465634318904418976e+00, 5.855974934157516243e-01, 1.029066354604478706e+00, 7.362777463405988099e-02
5.099776430836508112e+00, 5.145073663544045411e-02, 1.277413530304064848e-01, 7.481876949417366474e-01
5.992924659092775386e+00, 4.478079671035108122e-02, 5.241973693432120350e-03, 6.553889737352522893e-01
3.728973852614796858e+00, 4.555635832915093109e-01, 1.085947311276669103e+00, 1.182743435720032439e-02
8.912839501454950408e+00, 5.319651898906554988e-02, 8.667310416604498413e-02, 6.837491521558171081e-01
2.094118179151779335e-01, 1.835550062536336069e-01, 1.559667570111097801e+00, 0.000000000000000000e+00
1.660237236383431236e+00, 7.936839530036537971e-02, 3.500364358104820356e-02, 4.244212821061098539e-01
2.781760114515756666e+00, 2.105422088725040219e-01, 3.297588716341619541e-01, 6.584103782863102994e-02
2.379016718079550952e+00, 6.206272248021656168e-02, 1.070405082747051123e-01, 2.999417340343666361e-01
3.491617070065660133e-01, 1.928965594894718472e-01, 2.472826515697076566e+00, 1.272798027660464876e-02
2.949343303788304116e+00, 5.079147965490512368e-02, 4.863006330393116611e-02, 3.342052774480283039e-01
2.656318870510217867e+00, 1.900544117895292817e-01, 1.200101525036514488e-01, 3.358359838537582076e-02
8.738958615893060999e-01, 1.981112898395654687e-01, 6.221130321970573529e-02, 2.381751657541852918e-02
2.602366214798675248e+00, 5.856962453490217185e-02, 3.284105368775414036e-02, 7.639833807185070214e-02
1.973230120903287199e+00, 3.956628899924444775e-01, 9.692837413792997070e-02, 1.241972580502858844e-02
3.921532402778163284e+00, 6.181789086096246832e-02, 1.384849869338201367e-01, 1.419114802109556761e-01
2.499516204478046344e+00, 1.305308560447331900e-01, 5.992608739271788887e-02, 6.191559035262298588e-02
1.428570650026442512e-01, 9.364588358585345107e-01, 9.106638151241114087e+00, 0.000000000000000000e+00
1.077666928166422977e+01, 5.828889582156283194e-02, 4.325008576946406426e-03, 3.902064332393698765e-01
7.838680191604134873e-01, 3.487149842934167410e-01, 2.668809680791017214e-01, 3.610531028335867230e-03
3.457031532120319994e+00, 7.598062375371100741e-02, 1.417657481878186465e-01, 1.758088562938736887e-01
2.718053324038343987e+00, 1.752814163223770094e-01, 4.060218087883549903e-02, 5.560221448772431629e-02
7.818245292523104961e-01, 4.744435139426515097e-02, 1.845791781443784640e-01, 1.183021287147638101e-01
2.672871031614308279e+00, 3.196447569516961962e-01, 2.640136134627504294e-01, 1.826278398423869867e-02
7.829229026913554768e-02, 1.706341639541126415e-02, 6.533239534581393448e-02, 1.922988479543751711e-02
1.305247584548353990e+00, 3.144512749921195283e-02, 1.318465174978295656e-02, 1.136849788930108518e-01
7.002471437993299297e+00, 2.663273593167941322e-01, 1.127232007455329921e+00, 7.563331167794673515e-02
1.776770090188999562e+00, 5.442067112806843465e-02, 2.660481460279463806e-02, 8.770372617023396156e-02
5.566784705443603265e+00, 5.513123954715072328e-01, 2.841279812253321158e+00, 3.487704046929717555e-02
2.674203680941475980e+00, 1.049480113785120489e-01, 2.676819850279726909e-01, 3.860100837650101702e-01
6.631671351402805392e+00, 2.245051291438567576e-01, 2.475514061747140782e-01, 2.658542738841292996e-01
6.754398693645316420e+00, 5.339931782224942997e-02, 1.422510182983062199e-01, 1.164380117186214036e+00
3.578496990219733220e+00, 1.625659337750513245e-01, 5.819129219533417802e-02, 1.474274603392334571e-01
4.119953924277602320e-01, 4.279496694899131981e-02, 6.476738430715811567e-02, 2.354159585835902818e-02
2.839938325286608833e+00, 7.111858060955523753e-01, 9.641619018999719515e+00, 1.906206044260704696e-02
2.287929585674123301e-01, 7.783575225897261529e-02, 1.663541755163328584e-01, 1.464545460078630658e-02
9.655438655070297527e-02, 2.242110341158554676e-01, 3.033342935925565254e+00, 2.482191395846034248e-03
9.856568971652364120e-01, 3.468526529659415186e-02, 8.392106775490962844e-01, 6.786692823261578078e-02
1.434941279245089962e+00, 5.531147955297373020e-01, 6.376002538640445749e+00, 8.354459901231037558e-03
4.387136814449284827e+00, 5.718561206370009753e-02, 1.283142976471885743e-01, 3.433748012977962949e-01
1.404381999519516810e+00, 3.353937332803157839e-02, 1.913331086716872631e-02, 1.576861362182023218e-01
3.476551745701674356e+00, 3.449162179419815732e-01, 6.596986909798633336e-01, 3.522067601067108145e-02
1.215427554671557830e+00, 5.781967819527895902e-02, 2.484958101728537705e-02, 8.619400213043845738e-02
1.126018866773480953e+00, 2.845084754024462259e-01, 1.135536448339064808e-01, 1.185125979507571647e-02
3.558539131092069319e+00, 4.559797370945256612e-02, 1.392278308968058001e-02, 2.376648011701288921e-01
3.256986967664413424e+00, 5.922258994390787734e-01, 1.757548837501703709e-01, 2.210254052692007393e-02
3.198041968447858374e-01, 5.109652372808851789e-02, 5.165600648608317802e-02, 7.013491766288003706e-03
7.417039526729161558e+00, 4.582870385976390432e-02, 1.613865034795901876e-01, 3.873540778365133219e-01
3.373850124617699731e+00, 5.273508402266442463e-01, 1.119637756534877654e-01, 1.004125576560839332e-02
5.759374073454628373e-01, 4.376844947203375330e-02, 1.020102329007466085e-01, 0.000000000000000000e+00
5.256270743908863174e+00, 3.028398440118957313e-01, 1.866003878699194485e-01, 3.692246536776778304e-02
2.154534215914021722e+00, 4.691117793439836259e-02, 1.329015238777388808e+00, 7.689428446352658542e-02
3.365524082491528901e+00, 2.268348378928925768e-01, 7.740283283698647099e-02, 8.766123405965126070e-02
3.037162877849811427e+00, 6.664184846466053580e-02, 5.412761451821442027e-02, 1.354739142836936805e-01
2.383936128499050788e+00, 3.536083594743270053e-01, 6.335731689965188318e-01, 4.600673725156387284e-02
1.984633060891936696e+00, 6.077201096721667611e-02, 1.882727035566735541e-01, 2.722360497208608371e-02
7.518546159644522442e-01, 4.748302741238311087e-01, 8.215844402817268133e+00, 0.000000000000000000e+00
6.600948201194621667e+00, 4.703793259301849994e-02, 6.788033552070522891e-02, 3.076957359433359351e-01
4.649046539651696675e-01, 4.038818569749401122e-01, 5.244023490583532343e+00, 7.550439954144697041e-02
5.755874064334738360e-01, 2.762712178848165945e-02, 3.086950997631227600e-01, 1.470147034110067842e-02
1.388087814665028619e+00, 6.174632707487366368e-01, 6.285737567058936826e+00, 3.266181163866511278e-02
5.593585850166935547e-01, 7.826319001876436143e-02, 2.947901296588280040e-01, 5.634310265979159543e-02
8.818071967200216132e-01, 5.654394476993377383e-01, 1.424578971325868526e+00, 1.996853271668999619e-03
6.418332827677449615e+00, 4.655326328923775625e-02, 2.223463094600057477e-02, 3.122742036523657450e-01
1.095413165821713664e+00, 1.136358224035326908e-01, 3.274377263856559361e-01, 3.396957572079797871e-02
2.069876505986718129e+00, 1.242377041733026266e-01, 5.104979894425758224e-02, 1.347409300108753649e-01
1.413996115655762553e+00, 4.189588891609346555e-01, 8.310676756249402164e-01, 8.855610507168489368e-03
9.888403772259900526e-01, 9.646850698576672767e-02, 5.135390109497389721e-01, 5.446194993920898397e-02
1.577246111965920239e+00, 2.614331764595438923e-01, 6.687576599088353169e-02, 2.145055961373222922e-02
2.781507370162753290e+00, 1.492607404487930889e-01, 2.124520594480391877e-01, 2.198035301787520934e-01
2.435005621236450146e+00, 5.818002051904295202e-01, 2.472823553436396704e+00, 5.803932575557593787e-02
2.932583402929749283e+00, 5.914067493539467563e-02, 3.377562055445693656e-01, 5.031856762678257322e-01
2.649291679491852847e+00, 2.119151636852867338e-01, 4.167978627199150354e-01, 1.276323711760915802e-01
2.212459633408491833e+00, 1.160816663528776438e-01, 2.688230025003876186e-02, 2.608090355196117649e-01
2.027402864477107158e+00, 8.559386583841790408e-01, 7.819763101079484358e-01, 1.032097829823966709e-02
5.926497389552000783e+00, 8.124502237429345741e-02, 3.000507387631892384e-02, 8.767525789221494170e-01
8.375940116654012613e+00, 4.765489162003367363e-01, 4.068118187136484099e-01, 1.407083707915905424e-01
5.180618539995006877e+00, 2.684421261605874909e-01, 9.215904617697466827e-01, 3.022968262611034906e-01
2.663013350166420601e+00, 5.291956414375637713e-02, 1.345685608339887429e-01, 3.130736396413085210e-01
2.923028837766969534e+00, 1.085015789328197394e-01, 4.045956695476036341e-02, 5.118270535443399938e-01
2.538912583505353204e+00, 6.367681322183220693e-01, 7.624188988238619347e-01, 1.571545331949516719e-02
2.701702448383962452e-01, 8.746290438065318362e-02, 1.036369558775978583e-01, 1.016237218674031634e-01
8.980272640934963135e-01, 4.176981514309343613e-01, 4.093713950546612246e+00, 1.756517510938690463e-02
2.139910526479088748e+00, 8.204690526061428346e-02, 1.534078301669900557e-01, 2.217159923402090005e-01
1.327502495612392641e+00, 5.256006618599288194e-01, 2.669516230052389805e+00, 5.523694713632567102e-03
4.957733776306931794e+00, 7.056296894612486270e-02, 6.288442527972419593e-02, 5.880552643727728901e-01
1.408286363477545766e+00, 1.184163326723424586e-01, 9.281503262933223919e-01, 7.161105305494236406e-02
8.485787007562760609e-01, 3.537504132455642214e-01, 4.001204182605992088e+01, 0.000000000000000000e+00
3.107678483062438435e+00, 6.060531210521240969e-02, 1.603087028679915649e-02, 1.158137789337007340e-01
4.081706982471157374e+00, 4.987048176172185765e-01, 4.255739797518772738e-01, 1.705565238753848495e-02
1.062240153212741234e+00, 6.165234880764879077e-02, 2.386039791627478715e-02, 9.740545149498980315e-02
2.654651624874432958e+00, 2.088134488644099451e-01, 8.712601009696828436e-02, 5.861571754434026504e-02
5.758702611772541502e+00, 5.466049109861458033e-02, 7.431174268264953420e-02, 3.055166472298218583e-01
9.560255534127586330e-01, 3.297474734730545531e-01, 1.113087219806714323e-01, 5.383741637602968734e-03
5.738950344250452140e+00, 8.157322956309968898e-02, 4.387410578167378478e-02, 7.248955488145496506e-01
4.431970369333340543e+00, 1.097221503180805247e+00, 3.002046485120313246e-01, 2.255421227184954691e-02
4.837045671714750306e+00, 4.653736136572649007e-02, 2.869217838886347627e-01, 0.000000000000000000e+00
1.056528957796694757e+00, 5.833835447368847932e-02, 8.025708349649461615e-02, 4.447097965270496028e-02
3.745215645986657460e+00, 3.889039798320408914e-01, 4.922296958709238446e+00, 4.825774323631245623e-03
2.039701399318177621e+01, 8.574901861002287573e-02, 4.317862430251631634e-02, 1.843582358729638715e+00
6.064999590825015829e+00, 2.100188305528911947e-01, 8.626726454335330307e-02, 4.870315457994611186e-01
3.482978113255282171e+00, 1.021268174664575090e+00, 2.137592944187265420e+00, 2.868782592529631886e-02
1.465920435134929534e+01, 6.251630680862817202e-02, 1.359135471604984990e-01, 2.008132526384073913e+00
3.343337073580108232e+00, 5.710917313841838705e-02, 1.451705916719677261e-02, 3.326796826502261273e-01
4.000468007213397570e+00, 3.334107693802328826e-02, 2.324640985171002108e-02, 3.301330217956809365e-01
4.071663922874313890e+00, 3.149043069623003177e-01, 2.153263709688242322e-01, 5.076686372780476325e-02
2.399851358753771535e+00, 6.279710020979160923e-02, 5.140423448055628924e-02, 1.933985055471051373e-01
3.670903324416986191e+00, 3.906807822967790500e-01, 1.668689924104568068e+00, 1.123160115737248735e-02
7.707482232858689386e+00, 6.042649079807212165e-02, 3.275540104966771504e-01, 6.179176638928541854e-01
4.021609773030278667e+00, 4.382121639524012569e-01, 2.770049933871769010e+00, 1.891358420898137799e-02
6.470458278688472120e+00, 5.265922292596044579e-02, 5.074914701969409497e-02, 9.438182091455868394e-02
1.927873714105475367e+00, 4.733696473846090158e-01, 1.305294250526432276e-01, 2.830081291699201168e-02
6.220647426975776995e+00, 4.647592391578849597e-02, 6.823398416886218565e-02, 6.262977290775118000e-01
1.038817457813452139e+00, 2.449400575339965025e-01, 5.567968734939551245e-01, 8.782365254377803854e-03
3.820688966244549345e+00, 3.892324150973518193e-02, 3.601482768056175621e-01, 3.338876807109069644e-01
2.955265901519137373e-01, 9.647983203212349979e-02, 3.904839077248073997e-01, 3.507670606071297808e-03
4.205359357734137937e+00, 4.222211202872771380e-02, 1.461784947989021866e-01, 2.675294156240983767e-01
1.257804783630330769e+00, 2.959344764148304496e-01, 6.655646717965997550e-02, 4.729656547145406724e-03
1.310866198454861076e+00, 4.194998742977931738e-02, 3.018176799896580276e-01, 7.480533650760506914e-02
2.997579353519245426e+00, 2.466853965323899001e+00, 7.938372433793344785e-01, 1.885380303219850789e-03
4.832728232688946690e+00, 5.898346854882432350e-02, 6.234665484974248606e-02, 2.549555106515473124e-01
9.381288973326379343e-01, 3.251158865987435753e-01, 1.472478470234354297e+00, 0.000000000000000000e+00
2.724488842739078542e+00, 8.326955739186731043e-02, 5.127939565916255216e-01, 1.514086336880623995e-01
9.284493220561844673e-01, 6.731135071467356790e-01, 5.192431871256360409e+00, 2.125534265272263027e-03
2.120752108503221489e+00, 5.061648204067560608e-02, 3.424332409667934368e-02, 1.601166390668363193e-01
7.525822170451933246e+00, 1.785495762858084479e-01, 2.103081255412736841e-02, 3.030655370751045852e-01
9.734016721243708758e+00, 4.612449904922650418e-02, 6.771287577872834619e-03, 7.209839261473370842e-01
1.962118628854545799e+00, 2.110293645893500103e-01, 2.978099263146568032e-01, 1.977916120834753017e-02
1.082195710525968080e+00, 4.200084807173195406e-02, 1.412801455776703345e-02, 6.788666000509559206e-02
8.221699781061083678e-01, 3.530827684463096472e-01, 9.109522700244381710e+00, 8.222994062113570327e-03
6.534902692459913176e+00, 4.949412952988402337e-02, 5.306322117414150608e-01, 3.262544814072816379e-01
1.873772703997074407e+00, 1.780653419291290673e-01, 2.816975000541265262e-01, 3.612894612043825171e-02
4.204261508477456388e+00, 5.481650944715463214e-02, 8.828103594830121262e-03, 2.129656608669475149e-01
4.465490302863475591e+00, 3.258520219317862510e-01, 6.815613409053884464e-01, 1.945966351635102301e-02
1.968498545376235853e+01, 5.519846811533341002e-02, 3.989422084907855992e-01, 8.646036825256602221e-01
4.975821438332481250e+00, 6.458931895106962973e-01, 3.311270326278332732e-01, 2.716187745075875071e-02
7.580225020206317943e+00, 5.338981907224710916e-02, 2.101534055010932656e-01, 5.376057133022045242e-01
2.713155334948471165e+00, 7.656187027709412951e-02, 1.444905962683470761e-02, 3.022408784531200321e-01
1.305659285659954483e+00, 1.193107482181133827e-01, 4.908463705678857425e-02, 9.876126929664910681e-02
3.260528425777283079e+00, 3.400458024269953361e-01, 1.607417219250014240e+00, 2.427925711036834147e-02
4.672384926590877008e+00, 5.737944674140110779e-02, 1.089466800740461309e-02, 3.195303459805675650e-01
5.397924871599909302e+00, 5.275384495661539219e-01, 5.928279611705601360e-01, 2.611342267206008538e-02
1.338226931867703051e+01, 6.425339275854510812e-02, 3.139659312446433370e-01, 9.106237373335512864e-01
3.697221738563918780e+00, 6.145346733838950026e-01, 1.945147951649719431e-01, 8.465641014389310368e-03
1.419568305277251641e+00, 7.941106421787241798e-02, 4.537371061790017590e-01, 2.018657841947627679e-02
2.906798236528043144e+00, 4.465967380361888228e-01, 1.856811527758661651e+00, 3.701422712464855214e-02
2.422385291721885103e+00, 7.127479948472825733e-02, 3.916102021455898641e-02, 1.531871052354634444e-01
1.533014224920089097e+00, 7.210508924035039513e-01, 6.576005456568981167e+00, 7.967694006445895025e-03
9.474251232410083601e-01, 4.421171814106576031e-02, 2.229543636998322365e-01, 0.000000000000000000e+00
3.309265821696225185e+00, 8.922337107502639197e-01, 1.066809650781952179e+01, 6.987091869652914747e-03
7.265570718452327714e-01, 3.991547370118024574e-02, 1.197606795117090867e-01, 0.000000000000000000e+00
5.188426653527506538e+00, 4.453971315358365990e-01, 2.432877061964803911e+00, 1.593976126191606543e-02
4.641865931612386698e-01, 6.083097502678720681e-02, 4.272519785871634057e-02, 2.863962742995460400e-02
3.325112196266331477e+00, 3.159312801075999655e-01, 6.586574194063846699e-01, 3.036618840387437721e-02
